categoria,subcategoria,descripcion,unidades,precio,code,compare
Fruta y verdura,Lechuga y ensalada preparada,Canónigos,Paquete 125 g,"1,14 € /ud.",69719," 9,12 €/kg"
Fruta y verdura,Lechuga y ensalada preparada,Lechuga iceberg,Paquete 250 g,"0,86 € /ud.",69670," 3,44 €/kg"
Fruta y verdura,Lechuga y ensalada preparada,Ensalada mezcla gourmet,Paquete 175 g,"1,02 € /ud.",69744," 5,829 €/kg"
Fruta y verdura,Lechuga y ensalada preparada,Cogollos de lechuga,Paquete 3 ud.,"1,12 € /ud.",69581," 0,374 €/ud"
Fruta y verdura,Lechuga y ensalada preparada,Lechuga corazón romana,Paquete 1 ud.,"1,15 € /ud.",69122," 1,15 €/ud"
Fruta y verdura,Lechuga y ensalada preparada,Endibias,Bandeja 450 g,"1,65 € /ud.",69591," 3,667 €/kg"
Fruta y verdura,Lechuga y ensalada preparada,Ensalada mezcla brotes tiernos maxi,Paquete 175 g,"1,59 € /ud.",69810," 9,086 €/kg"
Fruta y verdura,Lechuga y ensalada preparada,Ensalada mezcla gourmet maxi,Paquete 300 g,"1,66 € /ud.",69741," 5,534 €/kg"
Fruta y verdura,Lechuga y ensalada preparada,Ensalada mezcla tierna,Paquete 150 g,"1,20 € /ud.",69840," 8,00 €/kg"
Fruta y verdura,Lechuga y ensalada preparada,Rúcula,Paquete 50 g,"0,79 € /ud.",69753," 15,80 €/kg"
Fruta y verdura,Lechuga y ensalada preparada,Cogollos corazón de lechuga,Paquete 6 ud.,"1,98 € /ud.",69582," 0,33 €/ud"
Fruta y verdura,Lechuga y ensalada preparada,Ensalada mezcla primavera,Paquete 200 g,"0,96 € /ud.",69703," 4,80 €/kg"
Fruta y verdura,Lechuga y ensalada preparada,Ensalada mezcla dúo canónigos y rúcula,Paquete 100 g,"1,30 € /ud.",69697," 13,00 €/kg"
Fruta y verdura,Lechuga y ensalada preparada,Ensalada mezcla fresca,Paquete 200 g,"1,11 € /ud.",69750," 5,55 €/kg"
Fruta y verdura,Lechuga y ensalada preparada,Lechuga hoja roble,Paquete 1 ud.,"1,30 € /ud.",69114," 1,30 €/ud"
Fruta y verdura,Lechuga y ensalada preparada,Escarola rizada,Paquete 150 g,"1,20 € /ud.",69720," 8,00 €/kg"
Fruta y verdura,Lechuga y ensalada preparada,Escarola rizada,Paquete 1 ud.,"1,74 € /ud.",68233," 1,74 €/ud"
Fruta y verdura,Lechuga y ensalada preparada,Espinaca baby,Paquete 100 g,"1,11 € /ud.",69984," 11,10 €/kg"
Fruta y verdura,Lechuga y ensalada preparada,Lechuga romana cortada,Paquete 200 g,"1,15 € /ud.",69435," 5,75 €/kg"
Fruta y verdura,Lechuga y ensalada preparada,Ensalada César,Bol 210 g,"2,39 € /ud.",69746," 11,381 €/kg"
Fruta y verdura,Lechuga y ensalada preparada,Ensalada California,Bol 192 g,"2,29 € /ud.",69714," 11,928 €/kg"
Fruta y verdura,Lechuga y ensalada preparada,Wraps Texas,Bol 300 g,"2,99 € /ud.",69850," 9,967 €/kg"
Fruta y verdura,Lechuga y ensalada preparada,Ensalada de la casa,Bol 400 g,"2,10 € /ud.",69756," 5,25 €/kg"
Fruta y verdura,Lechuga y ensalada preparada,Ensalada mil islas,Bol 330 g,"2,55 € /ud.",69742," 7,728 €/kg"
Fruta y verdura,Lechuga y ensalada preparada,Ensalada ensatún,Bol 250 g,"2,49 € /ud.",69872," 9,96 €/kg"
Fruta y verdura,Lechuga y ensalada preparada,Ensalada jamón,Bol 215 g,"2,49 € /ud.",69884," 11,582 €/kg"
Fruta y verdura,Lechuga y ensalada preparada,Ensalada de pasta,Bol 250 g,"2,49 € /ud.",69461," 9,96 €/kg"
Fruta y verdura,Lechuga y ensalada preparada,Ensalada queso de cabra,Bol 135 g,"2,79 € /ud.",69474," 20,667 €/kg"
Fruta y verdura,Lechuga y ensalada preparada,Ensalada de pasta Listo para Comer,Bol 340 g,"4,00 € /ud.",60221," 4,00 €/ud"
Fruta y verdura,Verdura,Patata,Pieza 220 g aprox.,"0,44 € /ud.",69066," 1,99 €/kg"
Fruta y verdura,Verdura,Patatas,Malla 3 kg,"4,90 € /ud.",69166," 1,634 €/kg"
Fruta y verdura,Verdura,Patatas rojas,Malla 2 kg,"3,65 € /ud.",69098," 1,825 €/kg"
Fruta y verdura,Verdura,Patatas,Malla 5 kg,"6,49 € /ud.",69099," 1,298 €/kg"
Fruta y verdura,Verdura,Batata,Pieza 320 g aprox.,"0,67 € /ud.",69239," 2,10 €/kg"
Fruta y verdura,Verdura,Patatas especial para freir,Malla 2 kg,"3,75 € /ud.",69448," 1,875 €/kg"
Fruta y verdura,Verdura,Yuca,Pieza 620 g aprox.,"1,66 € /ud.",69173," 2,68 €/kg"
Fruta y verdura,Verdura,Patata fresca para freír pelada y cortada,Paquete 500 g,"1,40 € /ud.",69890," 2,80 €/kg"
Fruta y verdura,Verdura,Cebollas tiernas,Manojo 3 ud.,"1,29 € /ud.",69139," 0,43 €/ud"
Fruta y verdura,Verdura,Cebollas,Malla 2 kg,"3,85 € /ud.",69079," 1,925 €/kg"
Fruta y verdura,Verdura,Cebollas,Malla 1 kg,"2,39 € /ud.",69089," 2,39 €/kg"
Fruta y verdura,Verdura,Ajos morados,Malla 250 g,"1,55 € /ud.",69297," 6,20 €/kg"
Fruta y verdura,Verdura,Cebollas dulces,Malla 1 kg,"2,44 € /ud.",69155," 2,44 €/kg"
Fruta y verdura,Verdura,Ajo tierno,Manojo 200 g,"2,35 € /ud.",69632," 11,75 €/kg"
Fruta y verdura,Verdura,Ajos morados,Malla 400 g,"2,10 € /ud.",69298," 5,25 €/kg"
Fruta y verdura,Verdura,Cebollas rojas,Malla 500 g,"1,45 € /ud.",69162," 2,90 €/kg"
Fruta y verdura,Verdura,Ajo negro dientes pelados,Tarrina 85 g,"4,45 € /ud.",69695," 52,353 €/kg"
Fruta y verdura,Verdura,Chalotas,Malla 250 g,"1,69 € /ud.",69682," 6,76 €/kg"
Fruta y verdura,Verdura,Picada de ajo y Perejil,Bandeja 100 g,"1,45 € /ud.",40475," 14,50 €/kg"
Fruta y verdura,Verdura,Tomate ensalada,Pieza 230 g aprox.,"0,53 € /ud.",69937," 2,29 €/kg"
Fruta y verdura,Verdura,Tomate canario,Pieza 230 g aprox.,"0,45 € /ud.",69968," 1,95 €/kg"
Fruta y verdura,Verdura,Tomate pera,Pieza 110 g aprox.,"0,22 € /ud.",69912," 1,99 €/kg"
Fruta y verdura,Verdura,Tomates pera,Bandeja 1 kg aprox.,"2,09 € /ud.",69975," 2,09 €/kg"
Fruta y verdura,Verdura,Tomates cherry pera kumato,Bandeja 300 g,"1,55 € /ud.",69930," 5,167 €/kg"
Fruta y verdura,Verdura,Tomates cherry,Bandeja 500 g,"1,95 € /ud.",69990," 3,90 €/kg"
Fruta y verdura,Verdura,Tomates cherry en rama Dulcita,Bandeja 200 g,"2,26 € /ud.",69414," 11,30 €/kg"
Fruta y verdura,Verdura,Tomates,Malla 2 kg,"3,70 € /ud.",69971," 1,85 €/kg"
Fruta y verdura,Verdura,Tomate kumato negro,Pieza 90 g aprox.,"0,24 € /ud.",69935," 2,69 €/kg"
Fruta y verdura,Verdura,Tomate rallado,Tarrina 290 g,"1,39 € /ud.",69938," 4,794 €/kg"
Fruta y verdura,Verdura,Rama de Tomates,880 g aprox.,"2,02 € /pack",69487," 2,29 €/kg"
Fruta y verdura,Verdura,Tomate de ramillete de Mallorca,Bandeja 550 g aprox.,"2,74 € /ud.",69967," 4,99 €/kg"
Fruta y verdura,Verdura,Tomates Anhel,460 g aprox.,"2,76 € /pack",69446," 5,99 €/kg"
Fruta y verdura,Verdura,Zanahorias,Paquete 1 kg,"1,09 € /ud.",69586," 1,09 €/kg"
Fruta y verdura,Verdura,Pepino,Pieza 180 g aprox.,"0,36 € /ud.",69584," 1,99 €/kg"
Fruta y verdura,Verdura,Pepino holandés,Pieza 425 g aprox.,"0,93 € /ud.",69964," 2,20 €/kg"
Fruta y verdura,Verdura,Zanahorias,Paquete 500 g,"0,85 € /ud.",69669," 1,70 €/kg"
Fruta y verdura,Verdura,Pepinos,"Malla 1,25 kg","2,48 € /ud.",69685," 1,984 €/kg"
Fruta y verdura,Verdura,Palitos de zanahoria,Tarrina 180 g,"1,99 € /ud.",69877," 11,056 €/kg"
Fruta y verdura,Verdura,Zanahoria rallada base para ensalada,Paquete 150 g,"0,90 € /ud.",69722," 6,00 €/kg"
Fruta y verdura,Verdura,Pimiento rojo,Pieza 410 g aprox.,"1,10 € /ud.",69310," 2,69 €/kg"
Fruta y verdura,Verdura,Calabacín verde,Pieza 320 g aprox.,"0,57 € /ud.",69338," 1,79 €/kg"
Fruta y verdura,Verdura,Pimiento verde freír,Pieza 130 g aprox.,"0,28 € /ud.",69320," 2,19 €/kg"
Fruta y verdura,Verdura,Pimiento verde,Pieza 370 g aprox.,"1,00 € /ud.",69312," 2,69 €/kg"
Fruta y verdura,Verdura,"Pimientos tricolor rojo, amarillo y verde",550 g aprox.,"1,64 € /pack",69495," 2,98 €/kg"
Fruta y verdura,Verdura,Pimientos semipicantes,Paquete 250 g,"1,35 € /ud.",69590," 5,40 €/kg"
Fruta y verdura,Verdura,Coliflor,"Pieza 1,21 kg aprox.","2,41 € /ud.",69220," 1,99 €/kg"
Fruta y verdura,Verdura,Repollo liso,"Pieza 1,43 kg aprox.","2,36 € /ud.",69236," 1,65 €/kg"
Fruta y verdura,Verdura,Medio repollo liso,1/2 Pieza 800 g aprox.,"1,55 € /ud.",69246," 1,94 €/kg"
Fruta y verdura,Verdura,Repollo rizado,"Pieza 1,07 kg aprox.","1,77 € /ud.",69238," 1,65 €/kg"
Fruta y verdura,Verdura,Medio repollo rizado,1/2 Pieza 640 g aprox.,"1,24 € /ud.",69257," 1,94 €/kg"
Fruta y verdura,Verdura,Col lombarda,Pieza 870 g aprox.,"1,61 € /ud.",69251," 1,85 €/kg"
Fruta y verdura,Verdura,Media col lombarda,1/2 Pieza 470 g aprox.,"0,99 € /ud.",69258," 2,10 €/kg"
Fruta y verdura,Verdura,Champiñón pequeño,Bandeja 300 g aprox.,"1,43 € /ud.",69651," 4,76 €/kg"
Fruta y verdura,Verdura,Champiñón laminado limpio,Bandeja 320 g aprox.,"1,99 € /ud.",69519," 6,22 €/kg"
Fruta y verdura,Verdura,Seta,Bandeja 250 g aprox.,"1,95 € /ud.",69653," 7,79 €/kg"
Fruta y verdura,Verdura,Champiñón grande,Bandeja 430 g aprox.,"2,21 € /ud.",69672," 5,13 €/kg"
Fruta y verdura,Verdura,Seta laminada,Bandeja 250 g aprox.,"2,11 € /ud.",69616," 8,45 €/kg"
Fruta y verdura,Verdura,Champiñón Portobello,Bandeja 300 g aprox.,"2,03 € /ud.",69664," 6,76 €/kg"
Fruta y verdura,Verdura,Seta shiitake,Bandeja 300 g aprox.,"3,76 € /ud.",69647," 12,53 €/kg"
Fruta y verdura,Verdura,Mix de setas intenso,Bandeja 235 g aprox.,"3,96 € /ud.",69657," 16,85 €/kg"
Fruta y verdura,Verdura,Mix de setas suave,Bandeja 260 g aprox.,"3,82 € /ud.",69876," 14,70 €/kg"
Fruta y verdura,Verdura,Perejil troceado,Paquete 40 g,"0,75 € /ud.",69701," 1,875 €/100 g"
Fruta y verdura,Verdura,Jengibre,200 g aprox.,"1,69 € /pack",69289," 8,45 €/kg"
Fruta y verdura,Verdura,Cilantro,Bandeja 20 g,"1,25 € /ud.",69690," 6,25 €/100 g"
Fruta y verdura,Verdura,Albahaca,Bandeja 20 g,"1,50 € /ud.",69287," 7,50 €/100 g"
Fruta y verdura,Verdura,Hierbabuena,Paquete 40 g,"1,35 € /ud.",68037," 3,375 €/100 g"
Fruta y verdura,Verdura,Cebollino,Bandeja 20 g,"1,80 € /ud.",69286," 9,00 €/100 g"
Fruta y verdura,Verdura,Espinacas cortadas,Paquete 300 g,"1,20 € /ud.",69730," 4,00 €/kg"
Fruta y verdura,Verdura,Brócoli,Pieza 380 g aprox.,"0,95 € /ud.",69580," 2,49 €/kg"
Fruta y verdura,Verdura,Berenjena,Pieza 340 g aprox.,"0,54 € /ud.",69326," 1,59 €/kg"
Fruta y verdura,Verdura,Judía verde plana,Bandeja 750 g,"3,25 €2,99 € /ud.",69889," 3,987 €/kg"
Fruta y verdura,Verdura,Judía verde plana,Paquete 350 g,"1,89 € /ud.",68131," 5,40 €/kg"
Fruta y verdura,Verdura,Acelgas cortadas,Paquete 300 g,"1,20 € /ud.",69725," 4,00 €/kg"
Fruta y verdura,Verdura,Puerros,Paquete 900 g aprox.,"2,42 € /ud.",69411," 2,69 €/kg"
Fruta y verdura,Verdura,Puerros,Bandeja 450 g aprox.,"2,09 € /ud.",68408," 4,65 €/kg"
Fruta y verdura,Verdura,Alcachofa,Pieza 210 g aprox.,"0,56 € /ud.",69623," 2,65 €/kg"
Fruta y verdura,Verdura,Judía verde redonda,Bandeja 500 g,"2,99 € /ud.",69878," 5,98 €/kg"
Fruta y verdura,Verdura,Calabaza cacahuete cortada a trozos,Bandeja 450 g aprox.,"1,80 € /ud.",3527," 3,99 €/kg"
Fruta y verdura,Verdura,Apio verde,Paquete 660 g aprox.,"1,26 € /ud.",69275," 1,91 €/kg"
Fruta y verdura,Verdura,Apio cortado,Bandeja 210 g aprox.,"1,05 € /ud.",69245," 5,00 €/kg"
Fruta y verdura,Verdura,Preparado de verdura para escudella,"Bandeja 1,1 kg aprox.","2,37 € /ud.",5903," 2,15 €/kg"
Fruta y verdura,Verdura,Espárrago verde fino,Paquete 250 g,"2,25 € /ud.",69656," 9,00 €/kg"
Fruta y verdura,Verdura,Rabanitos,Paquete 250 g,"1,10 € /ud.",69117," 4,40 €/kg"
Fruta y verdura,Verdura,Remolacha cocida y pelada,Paquete 450 g,"0,99 € /ud.",69523," 2,20 €/kg"
Fruta y verdura,Verdura,Acelgas,Paquete 800 g,"2,26 € /ud.",69698," 2,825 €/kg"
Fruta y verdura,Verdura,Maíz dulce en mazorca cocido,Paquete 2 ud. (450 g),"1,55 € /ud.",69469," 3,445 €/kg"
Fruta y verdura,Verdura,Calabaza cacahuete,Pieza 920 g aprox.,"1,70 € /ud.",3388," 1,85 €/kg"
Fruta y verdura,Verdura,Media calabaza cacahuete,1/2 Pieza 520 g aprox.,"1,09 € /ud.",3387," 2,10 €/kg"
Fruta y verdura,Verdura,Espárrago verde grueso,Paquete 300 g,"3,69 €3,39 € /ud.",69643," 11,30 €/kg"
Fruta y verdura,Verdura,Maíz dulce en mazorca,Bandeja 2 ud.,"2,99 € /ud.",69585," 1,495 €/ud"
Fruta y verdura,Verdura,Calçots,Manojo 25 ud.,"4,99 € /ud.",69165," 0,20 €/ud"
Fruta y verdura,Verdura,3 Vegetales para microondas,Paquete 300 g,"1,64 € /ud.",69737," 5,467 €/kg"
Fruta y verdura,Verdura,Floretas de brócoli para microondas,Paquete 230 g,"1,52 € /ud.",69622," 6,609 €/kg"
Fruta y verdura,Verdura,Mix de verduras paisana para microondas,Paquete 300 g,"1,80 € /ud.",69789," 6,00 €/kg"
Fruta y verdura,Verdura,Sopa juliana para microondas,Paquete 400 g,"1,35 € /ud.",69735," 3,375 €/kg"
Fruta y verdura,Verdura,Patata para microondas,Paquete 400 g,"1,45 € /ud.",69484," 3,625 €/kg"
Fruta y verdura,Verdura,Batata para microondas,Paquete 400 g,"2,40 € /ud.",69465," 6,00 €/kg"
Fruta y verdura,Verdura,Mix de verduras jardinera para microondas,Paquete 400 g,"1,90 € /ud.",69740," 4,75 €/kg"
Fruta y verdura,Verdura,Patata fresca para freír pelada y cortada,Paquete 500 g,"1,40 € /ud.",69890," 2,80 €/kg"
"Huevos, leche y mantequilla",Huevos,Huevos super grandes XL,Paquete 12 ud.,"3,25 € /ud.",31592," 3,25 €/dc"
"Huevos, leche y mantequilla",Huevos,Huevos grandes L,Paquete 12 ud.,"2,20 € /ud.",31504," 2,20 €/dc"
"Huevos, leche y mantequilla",Huevos,Huevos grandes L,Paquete 6 ud.,"1,20 € /ud.",31540," 2,40 €/dc"
"Huevos, leche y mantequilla",Huevos,Huevos medianos M,Paquete 12 ud.,"2,00 € /ud.",31505," 2,00 €/dc"
"Huevos, leche y mantequilla",Huevos,Huevos de gallinas camperas,Paquete 12 ud.,"2,62 € /ud.",15768," 2,62 €/dc"
"Huevos, leche y mantequilla",Huevos,Huevos de gallinas camperas,Paquete 6 ud.,"1,59 € /ud.",31310," 3,18 €/dc"
"Huevos, leche y mantequilla",Huevos,Huevos cocidos,Paquete 6 ud.,"1,60 € /ud.",31010," 3,20 €/dc"
"Huevos, leche y mantequilla",Huevos,Huevos de codorniz,Paquete 18 ud.,"1,65 € /ud.",31011," 1,10 €/dc"
"Huevos, leche y mantequilla",Huevos,Claras de huevo líquidas pasteurizadas,Botella 1 L,"2,70 €2,60 € /ud.",31312," 2,60 €/L"
"Huevos, leche y mantequilla",Huevos,Claras de huevo líquidas pasteurizadas,Botella 300 ml,"1,55 € /ud.",31309," 5,167 €/L"
"Huevos, leche y mantequilla",Huevos,Huevos,Paquete 24 ud.,"3,80 € /ud.",30167," 1,90 €/dc"
"Huevos, leche y mantequilla",Leche y bebidas vegetales,Leche semidesnatada Hacendado,6 bricks x 1 L,"5,22 € /pack",10381," 0,87 €/L"
"Huevos, leche y mantequilla",Leche y bebidas vegetales,Leche semidesnatada Hacendado,Brick 1 L,"0,87 € /ud.",10382," 0,87 €/L"
"Huevos, leche y mantequilla",Leche y bebidas vegetales,Leche semidesnatada Hacendado,6 mini bricks x 200 ml,"1,53 € /pack",10794," 1,275 €/L"
"Huevos, leche y mantequilla",Leche y bebidas vegetales,Leche semidesnatada Hacendado,"6 botellas x 1,5 L","8,46 € /pack",10541," 0,94 €/L"
"Huevos, leche y mantequilla",Leche y bebidas vegetales,Leche semidesnatada Hacendado,"Botella 1,5 L","1,41 € /ud.",10542," 0,94 €/L"
"Huevos, leche y mantequilla",Leche y bebidas vegetales,Leche semidesnatada sin lactosa Hacendado,6 bricks x 1 L,"5,70 € /pack",10721," 0,95 €/L"
"Huevos, leche y mantequilla",Leche y bebidas vegetales,Leche semidesnatada sin lactosa Hacendado,Brick 1 L,"0,95 € /ud.",10722," 0,95 €/L"
"Huevos, leche y mantequilla",Leche y bebidas vegetales,Leche semidesnatada sin lactosa Hacendado,6 mini bricks x 200 ml,"1,69 € /pack",10732," 1,409 €/L"
"Huevos, leche y mantequilla",Leche y bebidas vegetales,Leche semidesnatada calcio Hacendado,6 bricks x 1 L,"5,76 € /pack",10683," 0,96 €/L"
"Huevos, leche y mantequilla",Leche y bebidas vegetales,Leche semidesnatada calcio Hacendado,Brick 1 L,"0,96 € /ud.",10685," 0,96 €/L"
"Huevos, leche y mantequilla",Leche y bebidas vegetales,Leche semidesnatada Llet Nostra,6 bricks x 1 L,"7,44 € /pack",10154," 1,24 €/L"
"Huevos, leche y mantequilla",Leche y bebidas vegetales,Leche semidesnatada Llet Nostra,Brick 1 L,"1,24 € /ud.",10719," 1,24 €/L"
"Huevos, leche y mantequilla",Leche y bebidas vegetales,Leche semidesnatada Asturiana,"6 botellas x 1,5 L","10,68 € /pack",10505," 1,187 €/L"
"Huevos, leche y mantequilla",Leche y bebidas vegetales,Leche semidesnatada Asturiana,"Botella 1,5 L","1,78 € /ud.",10502," 1,187 €/L"
"Huevos, leche y mantequilla",Leche y bebidas vegetales,Bebida láctea semidesnatada con fibra Hacendado,6 bricks x 1 L,"7,50 € /pack",10814," 1,25 €/L"
"Huevos, leche y mantequilla",Leche y bebidas vegetales,Bebida láctea semidesnatada con fibra Hacendado,Brick 1 L,"1,25 € /ud.",10826," 1,25 €/L"
"Huevos, leche y mantequilla",Leche y bebidas vegetales,Leche semidesnatada de cabra Hacendado,6 bricks x 1 L,"10,80 € /pack",10806," 1,80 €/L"
"Huevos, leche y mantequilla",Leche y bebidas vegetales,Leche semidesnatada de cabra Hacendado,Brick 1 L,"1,80 € /ud.",10812," 1,80 €/L"
"Huevos, leche y mantequilla",Leche y bebidas vegetales,Leche semidesnatada fresca Hacendado,Botella 1 L,"1,04 € /ud.",10922," 1,04 €/L"
"Huevos, leche y mantequilla",Leche y bebidas vegetales,Leche semidesnatada sin lactosa Hacendado,"6 botellas x 1,5 L","9,18 € /pack",10545," 1,02 €/L"
"Huevos, leche y mantequilla",Leche y bebidas vegetales,Leche semidesnatada sin lactosa Hacendado,"Botella 1,5 L","1,53 € /ud.",10546," 1,02 €/L"
"Huevos, leche y mantequilla",Leche y bebidas vegetales,Leche semidesnatada Asturiana,6 bricks x 1 L,"6,84 € /pack",10531," 1,14 €/L"
"Huevos, leche y mantequilla",Leche y bebidas vegetales,Leche semidesnatada Asturiana,Brick 1 L,"1,14 € /ud.",10712," 1,14 €/L"
"Huevos, leche y mantequilla",Leche y bebidas vegetales,Leche desnatada Hacendado,6 bricks x 1 L,"5,10 € /pack",10383," 0,85 €/L"
"Huevos, leche y mantequilla",Leche y bebidas vegetales,Leche desnatada Hacendado,Brick 1 L,"0,85 € /ud.",10384," 0,85 €/L"
"Huevos, leche y mantequilla",Leche y bebidas vegetales,Leche desnatada sin lactosa Hacendado,6 bricks x 1 L,"5,58 € /pack",10730," 0,93 €/L"
"Huevos, leche y mantequilla",Leche y bebidas vegetales,Leche desnatada sin lactosa Hacendado,Brick 1 L,"0,93 € /ud.",10731," 0,93 €/L"
