categoria,subcategoria,descripcion,unidades,precio,code,compare
Bodega,Cerveza sin alcohol,Cerveza sin alcohol Falke,6 botellines x 250 ml,"2,10 € /pack",86552," 1,40 €/L"
Bodega,Cerveza sin alcohol,Cerveza sin alcohol Falke,Botellín 250 ml,"0,35 € /ud.",86553," 1,40 €/L"
Bodega,Cerveza sin alcohol,"Cerveza 0,0% sin alcohol Falke",6 botellines x 250 ml,"2,10 € /pack",66394," 1,40 €/L"
Bodega,Cerveza sin alcohol,"Cerveza 0,0% sin alcohol Falke",Botellín 250 ml,"0,35 € /ud.",15990," 1,40 €/L"
Bodega,Cerveza sin alcohol,"Cerveza 0,0% sin alcohol tostada Mahou",6 botellines x 330 ml,"6,90 € /pack",66558," 3,485 €/L"
Bodega,Cerveza sin alcohol,"Cerveza 0,0% sin alcohol tostada Mahou",Botellín 330 ml,"1,15 € /ud.",67026," 3,485 €/L"
Bodega,Cerveza sin alcohol,"Cerveza 0,0% sin alcohol tostada Falke",6 botellines x 250 ml,"3,00 € /pack",67623," 2,00 €/L"
Bodega,Cerveza sin alcohol,"Cerveza 0,0% sin alcohol tostada Falke",Botellín 250 ml,"0,50 € /ud.",67624," 2,00 €/L"
Bodega,Cerveza sin alcohol,Cerveza sin alcohol Falke,12 latas x 330 ml,"4,20 € /pack",23694," 1,061 €/L"
Bodega,Cerveza sin alcohol,Cerveza sin alcohol Falke,Lata 330 ml,"0,35 € /ud.",23695," 1,061 €/L"
Bodega,Cerveza sin alcohol,"Cerveza 0,0% sin alcohol Falke",12 latas x 330 ml,"4,20 € /pack",66392," 1,061 €/L"
Bodega,Cerveza sin alcohol,"Cerveza 0,0% sin alcohol Falke",Lata 330 ml,"0,35 € /ud.",66393," 1,061 €/L"
Bodega,Cerveza sin alcohol,"Cerveza 0,0% sin alcohol tostada Falke",12 latas x 330 ml,"6,00 €5,76 € /pack",13417," 1,455 €/L"
Bodega,Cerveza sin alcohol,"Cerveza 0,0% sin alcohol tostada Falke",Lata 330 ml,"0,48 € /ud.",13418," 1,455 €/L"
Bodega,Cerveza sin alcohol,"Cerveza Radler Amstel 0,0% sin alcohol",12 latas x 330 ml,"6,60 € /pack",11270," 1,667 €/L"
Bodega,Cerveza sin alcohol,"Cerveza Radler Amstel 0,0% sin alcohol",Lata 330 ml,"0,59 € /ud.",11271," 1,788 €/L"
Bodega,Licores,Vermouth rojo Maronti reserva,Botella 1 L,"3,45 € /ud.",28520," 3,45 €/L"
Bodega,Licores,Vermouth blanco Maronti,Botella 1 L,"2,50 € /ud.",15846," 2,50 €/L"
Bodega,Licores,Vermouth bianco Martini,Botella 1 L,"10,20 € /ud.",28400," 10,20 €/L"
Bodega,Licores,Vermouth rosso Martini,Botella 1 L,"10,20 € /ud.",28401," 10,20 €/L"
Bodega,Licores,Aperitivo Aperol,Botella 700 ml,"13,40 € /ud.",28356," 19,143 €/L"
Bodega,Licores,Bitter Campari,Botella 700 ml,"15,20 € /ud.",28408," 21,715 €/L"
Bodega,Licores,Vermouth rojo Maronti,Botella 1 L,"2,50 € /ud.",28837," 2,50 €/L"
Bodega,Licores,Ginebra London Dry Gin Larios,Botella 1 L,"12,50 € /ud.",28715," 12,50 €/L"
Bodega,Licores,Ginebra London Dry Gin Beefeater,Botella 700 ml,"13,95 €12,95 € /ud.",28712," 18,50 €/L"
Bodega,Licores,Ginebra Dry Gin Seagram's,Botella 700 ml,"16,50 € /ud.",28032," 23,572 €/L"
Bodega,Licores,Ginebra London Dry Gin Tanqueray,Botella 700 ml,"16,50 €15,50 € /ud.",28775," 22,143 €/L"
Bodega,Licores,Ginebra strawberry Gin Glivery,Botella 700 ml,"7,70 €7,65 € /ud.",28848," 10,929 €/L"
Bodega,Licores,Ginebra sweet Gin Exotic Glivery,Botella 700 ml,"7,80 €7,65 € /ud.",22316," 10,929 €/L"
Bodega,Licores,Ginebra London Dry Gin Kingerly & Sons,Botella 700 ml,"6,25 € /ud.",67632," 8,929 €/L"
Bodega,Licores,Ginebra natural & soft 1185,Botella 700 ml,"6,50 €6,25 € /ud.",52745," 8,929 €/L"
Bodega,Licores,Bebida espirituosa centenario Terry,Botella 1 L,"9,35 €8,90 € /ud.",28246," 8,90 €/L"
Bodega,Licores,Brandy imperial solera reserva Torres 5,Botella 700 ml,"9,75 € /ud.",28213," 13,929 €/L"
Bodega,Licores,Bebida espirituosa Convidado de Baco,Botella 1 L,"6,00 € /ud.",28527," 6,00 €/L"
Bodega,Licores,Brandy de Jerez solera reserva Convidado de Baco,Botella 700 ml,"5,90 € /ud.",28525," 8,429 €/L"
Bodega,Licores,Brandy de Jerez solera gran reserva Convidado de Baco,Botella 700 ml,"9,90 € /ud.",28526," 14,143 €/L"
Bodega,Licores,Whisky escocés Cutty Sark,Botella 700 ml,"12,35 € /ud.",28631," 17,643 €/L"
Bodega,Licores,Whisky escocés Ballantine's,Botella 700 ml,"13,00 €12,45 € /ud.",28604," 17,786 €/L"
Bodega,Licores,Whisky escocés Red Label Johnnie Walker,Botella 700 ml,"15,90 €14,50 € /ud.",28610," 20,715 €/L"
Bodega,Licores,Whisky escocés J&B,Botella 700 ml,"13,00 €11,95 € /ud.",28613," 17,072 €/L"
Bodega,Licores,Whisky escocés James Webb,Botella 700 ml,"6,00 € /ud.",28662," 8,572 €/L"
Bodega,Licores,Whisky escocés Black Label Johnnie Walker,Botella 700 ml,"30,00 €26,95 € /ud.",28630," 38,50 €/L"
Bodega,Licores,Ron añejo Negrita,Botella 700 ml,"9,25 € /ud.",28731," 13,215 €/L"
Bodega,Licores,Ron blanco superior La Recompensa,Botella 700 ml,"5,25 € /ud.",35919," 7,50 €/L"
Bodega,Licores,Ron dominicano añejo Ron Barceló,Botella 700 ml,"14,95 € /ud.",28757," 21,358 €/L"
Bodega,Licores,Ron caribeño sabor coco Malibu,Botella 700 ml,"12,60 € /ud.",28373," 18,00 €/L"
Bodega,Licores,Ron añejo La Recompensa,Botella 700 ml,"5,95 € /ud.",86232," 8,50 €/L"
Bodega,Licores,Ron viejo La Recompensa,Botella 700 ml,"9,50 € /ud.",86707," 13,572 €/L"
Bodega,Licores,Licor crema Irlandesa Royal Swan,Botella 700 ml,"6,25 €6,00 € /ud.",28571," 8,572 €/L"
Bodega,Licores,Licor crema de fresa Royal Swan,Botella 700 ml,"6,95 € /ud.",22614," 9,929 €/L"
Bodega,Licores,Licor crema Puente Pazos,Botella 700 ml,"6,25 € /ud.",28506," 8,929 €/L"
Bodega,Licores,Licor crema choco avellana Royal Swan,Botella 700 ml,"6,50 €6,25 € /ud.",67930," 8,929 €/L"
Bodega,Licores,Licor crema Caramel Biscuit Royal Swan,Botella 700 ml,"7,00 € /ud.",52875," 10,00 €/L"
Bodega,Licores,Bebida espirituosa a base de vodka Knebep caramelo,Botella 700 ml,"5,70 € /ud.",13493," 8,143 €/L"
Bodega,Licores,Vodka Knebep,Botella 1 L,"6,70 € /ud.",28822," 6,70 €/L"
Bodega,Licores,Licor dulce Anís del mono,Botella 700 ml,"8,30 €8,10 € /ud.",28333," 11,572 €/L"
Bodega,Licores,Licor de anís dulce Dama Mayor,Botella 700 ml,"5,90 € /ud.",35969," 8,429 €/L"
Bodega,Licores,Licor de anís Ricard Pastis de Marseille,Botella 700 ml,"12,70 €11,50 € /ud.",28407," 16,429 €/L"
Bodega,Licores,Licor de hierbas Puente Pazos,Botella 700 ml,"6,10 € /ud.",28508," 8,715 €/L"
Bodega,Licores,Licor de limoncello Franzini,Botella 700 ml,"6,85 € /ud.",28335," 9,786 €/L"
Bodega,Licores,Licor de hierbas Jägermeister,Botella 700 ml,"13,85 € /ud.",28724," 19,786 €/L"
Bodega,Licores,Aguardiente de orujo Puente Pazos,Botella 700 ml,"7,10 € /ud.",28507," 10,143 €/L"
Bodega,Licores,Licor dulce Amaretto Del Patriarca,Botella 700 ml,"4,80 € /ud.",28432," 6,858 €/L"
Bodega,Licores,Ponche Convidado de Baco,Botella 700 ml,"6,30 € /ud.",13370," 9,00 €/L"
Bodega,Licores,Tequila Gold Santa Concepción,Botella 700 ml,"10,50 € /ud.",23593," 15,00 €/L"
Bodega,Licores,Pacharán Oibar,Botella 1 L,"6,90 € /ud.",52471," 6,90 €/L"
Bodega,Licores,Licor mora sin alcohol Pi.omka,Botella 700 ml,"2,80 € /ud.",13610," 4,00 €/L"
Bodega,Sidra y cava,Sidra asturiana El Mayu,Botella 750 ml,"1,60 € /ud.",28515," 2,134 €/L"
Bodega,Sidra y cava,Sidra asturiana El Mayu,12 botellines x 250 ml,"10,80 € /pack",23863," 3,60 €/L"
Bodega,Sidra y cava,Sidra asturiana El Mayu,Botellín 250 ml,"0,90 € /ud.",23862," 3,60 €/L"
Bodega,Sidra y cava,Sidra natural Polían,Botella 700 ml,"1,95 € /ud.",28898," 2,786 €/L"
Bodega,Sidra y cava,Cava brut Cabré & Sabaté,Botella 750 ml,"2,95 € /ud.",28921," 3,934 €/L"
Bodega,Sidra y cava,Cava brut Cabré & Sabaté,Benjamín 200 ml,"1,65 € /ud.",22977," 8,25 €/L"
Bodega,Sidra y cava,Cava brut nature Jaume Serra,Botella 750 ml,"4,25 € /ud.",28908," 5,667 €/L"
Bodega,Sidra y cava,Cava brut Anna Codorníu,Botella 750 ml,"9,35 € /ud.",28969," 12,467 €/L"
Bodega,Sidra y cava,Cava brut nature reserva vintage Cabré & Sabaté,Botella 750 ml,"4,00 € /ud.",28938," 5,334 €/L"
Bodega,Sidra y cava,Cava brut nature Bach Extrísimo,Botella 750 ml,"4,95 € /ud.",28909," 6,60 €/L"
Bodega,Sidra y cava,Cava brut Freixenet,Botella 750 ml,"6,95 € /ud.",28005," 9,267 €/L"
Bodega,Sidra y cava,Cava brut nature Jaume Serra reserva,Botella 750 ml,"5,00 € /ud.",28910," 6,667 €/L"
Bodega,Sidra y cava,Cava semi seco Cabré & Sabaté,Botella 750 ml,"2,95 € /ud.",28939," 3,934 €/L"
Bodega,Sidra y cava,Cava semi seco Cabré & Sabaté,Benjamín 200 ml,"1,55 € /ud.",22970," 7,75 €/L"
Bodega,Sidra y cava,Cava semi seco Freixenet,Botella 750 ml,"6,95 € /ud.",28006," 9,267 €/L"
Bodega,Sidra y cava,Bebida zumo de frutas con gas Magic sin alcohol,Botella 750 ml,"2,20 € /ud.",39702," 2,934 €/L"
Bodega,Sidra y cava,Vino espumoso sin alcohol Viña secret,Botella 750 ml,"4,00 € /ud.",67150," 5,334 €/L"
Bodega,Sidra y cava,Cava semi seco Cabré & Sabaté Ice,Botella 750 ml,"3,75 € /ud.",28959," 5,00 €/L"
Bodega,Tinto de verano y sangría,Sangría Casón Histórico,"Botella 1,5 L","1,55 € /ud.",66922," 1,034 €/L"
Bodega,Tinto de verano y sangría,Tinto de verano zero limón Casón Histórico,"Botella 1,5 L","1,15 € /ud.",60748," 0,767 €/L"
Bodega,Tinto de verano y sangría,Sangría Don Simón,"Botella 1,5 L","2,10 € /ud.",66944," 1,40 €/L"
Bodega,Tinto de verano y sangría,Tinto de verano sabor limón Casón Histórico,"Botella 1,5 L","1,20 € /ud.",67818," 0,80 €/L"
Bodega,Tinto de verano y sangría,Tinto de verano classic Casón Histórico,"Botella 1,5 L","1,20 € /ud.",67819," 0,80 €/L"
Bodega,Tinto de verano y sangría,Tinto de verano sabor limón La Casera,"2 botellas x 1,5 L","4,50 € /pack",28059," 1,50 €/L"
Bodega,Tinto de verano y sangría,Tinto de verano sabor limón La Casera,"Botella 1,5 L","2,30 € /ud.",27843," 1,534 €/L"
Bodega,Vino blanco,Vino blanco Casón Histórico,Brick 1 L,"1,00 €0,95 € /ud.",66127," 0,95 €/L"
Bodega,Vino blanco,Vino blanco Don Simón chardonnay airén,3 mini bricks x 250 ml,"1,60 € /pack",66124," 2,134 €/L"
